question,gold
Kinh tế Việt Nam thời kì Pháp thuộc chủ yếu là hình thức gì?,chủ yếu là nông nghiệp
Áp dụng hình thức khai thác tài nguyên thuộc địa dã giúp ích như thế nào đối với thực dân Pháp?,"Pháp không cần thành lập một bộ máy hành chính hiệu quả nhằm tăng năng suất, cũng không cần thực hiện công nghiệp hóa ở quy mô lớn"
Tại sao Pháp chỉ quy hoạch Sài Gòn ở mức nhỏ?,Quy mô nền công nghiệp của thực dân Pháp ở Việt Nam quá nhỏ
Điều gì tác động đến việc dân số tăng nhanh ở Sài Gòn?,Chiến tranh Đông Dương tác động khiến việc di dân từ nông thôn lên thành thị tăng nhanh
Dân di cư tập trung chủ yếu ở khuc vực nào?,"tại các khu vực như Xóm Mới – Gò Vấp, Bình An – Quận 8, và rải rác tại các quận khác"
Nghị định 110-NV đã phân chia Sài Gòn lại như thế nào?,"từ 6 quận, Sài Gòn được chia lại thành 8 quận với tổng cộng 41 phường"
Tên gọi của Sài Gòn là gì vào thời điểm năm 1955?,Đô thành Sài Gòn
Viện trợ của Mỹ đã thay đổi Sài Gòn như thế nào?,"Sài Gòn trở thành một trung tâm về chính trị, kinh tế, văn hóa, giải trí tại miền Nam Việt Nam, là thành phố lớn nhất của kinh tế Việt Nam Cộng hòa Từ giữa thập niên 1960 đến những năm đầu thập niên 1970"
Việc Mỹ tham chiến vào chiến trường miền nam Việt Nam đã ảnh hưởng như thế nào đối với Sài Gòn?,"Nhiều cao ốc, công trình quân sự mọc lên"
Văn hóa phương Tây chủ yếu được du nhập như thế nào?,binh lính và sách báo Mỹ
Việc hình thành những khu ổ chuột bắt nguồn từ những nguyên nhân gì?,dân cư nông thôn đổ về thành thị tìm việc và tránh chiến sự khiến một số khu vực ở Sài Gòn dần trở thành những khu ổ chuột khổng lồ
Các công trình ở trung tâm thành phố có nguồn gốc như thế nào?,do Pháp xây dựng từ thập niên 1940
Số người sống trong khu ổ chuột là bao nhiêu?,"khoảng 1,2 triệu người"
Ước tính khoảng bao nhiêu căn nhà cần xây để giải quyết tình trạng khan hiếm nhà cửa ở Sài Gòn?,cần xây mới 50.000 căn hộ và giải tỏa 110.000 nhà ổ chuột
Hiện trạng đen tối Sài Gòn vào thời điểm tháng 9/1967 được tác giả Phạm Hoàng Thanh mô tả như thế nào?,"sau những cao ốc đẹp đẽ, có ai ngờ là hàng ngàn hàng vạn ngôi nhà ván lợp tôn chèn ép nhau, tối tăm bẩn thỉu, bên cạnh những ao tù nước đọng, những đống rác thối tha ghê tởm"
Mật độ cao nhất ở Sài Gòn vòa khoảng bao nhiêu người trên một cây số vuông?,lên tới 28.000 người một cây số vuông
Thú vui xa xỉ của giới thượng lưu vào thời kì này là gì?,"đua nhau mua xe máy, ô tô"
Nguyên nhân nào dẫn đến hình thành một xu hướng xa xỉ trong giới thượng lưu?,viện trợ kinh tế dồi dào từ Mỹ
Kinh tế Sài Gòn thời điểm đó được đánh giá như thế nào?,"Nhìn bề ngoài thì nền kinh tế Sài Gòn đang ""phát triển phồn vinh"", nhưng thực ra đó chỉ là bề ngoài mang tính tạm thời và bất ổn, bởi đó là do yếu tố bên ngoài đem lại (viện trợ của Mỹ) chứ không phải nhờ khả năng sản xuất nội tại của nền kinh tế"
"Tên gọi ""thành phố Honda"" có được vì lý do gì?",có nhiều xe máy hiệu Honda được nhập khẩu
Việc cắt viện trợ và không thuê lao động Việt đã ảnh hưởng như thế nào đối với nền kinh tế lúc này?,"kinh tế Việt Nam Cộng hòa bị suy thoái, lạm phát trở nên nghiêm trọng, Chính phủ Việt Nam Cộng hòa phải ban lệnh cấm nhập khẩu xe hơi từ nước ngoài"
"Vì sao xe đạp được sử dụng nhiều thay cho ô tô, xe máy từ năm 1973?","giá dầu nhập khẩu tăng cao trong khi Mỹ giảm viện trợ kinh tế, xăng dầu trở nên khan hiếm, nhiều loại xe cộ phải xếp xó do chủ nhân không có đủ tiền mua xăng"
TÌnh hình phương tiện giao thông ở Sài Gòn đầu thập niên 1970 như thế nào?,"toàn thành phố Sài Gòn có khoảng 250.000 xe gắn máy hai bánh, 800 xe buýt và khoảng 20.000 xe ô tô (trên tổng dân số 2,5 triệu), trung bình cứ 10 người dân thì mới có 1 xe máy"
Viện trợ của Mỹ tác động như thế nào để giúp kinh tế Sài Gòn phát triển?,"Nếu sức sản xuất của Sài Gòn kém, viện trợ Mỹ sẽ cung cấp một lượng hàng hóa nhập khẩu để tiêu thụ, nếu ngân sách bị thâm hụt thì viện trợ Mỹ sẽ giúp bù đắp từ Quỹ đối giá"
Viện trợ của Mỹ có tầm quan trọng như thế nào?,Cơ quan Phát triển Quốc tế Hoa Kỳ (USAID) giống như một “Phủ Toàn quyền Đông Dương” có quyền lực cao hơn cả Chính phủ Sài Gòn
Việc chủ yếu dựa vào viện trợ của Mỹ đã ảnh hưởng mạnh mẽ đến nền kinh tế Sài Gòn như thế nào?,"nền kinh tế Sài Gòn bị hàng nhập khẩu chi phối quá mức, cả những nhu yếu phẩm hàng ngày như gạo, thịt, cá cũng phải nhập khẩu"
Tỷ lệ lạm phát năm 1974 là bao nhiêu?,vượt quá 200%
Hậu quả đầu tiên mà Mỹ cắt viện trợ là gì?,Nạn lạm phát trở nên nghiêm trọng
Nguyên nhân của việc nền kinh tế tiêu dùng rơi vào khủng hoảng là gì?,Mỹ giảm viện trợ trong khi nền sản xuất nội tại thì yếu kém
Việc Mỹ rút quân đã ảnh hưởng gián tiếp đến nền kinh tế như thế nào?,"hàng tỷ đôla hàng năm trước đây được lính viễn chinh Mỹ tung vào xã hội qua các dịch vụ mua sắm ở thành phố, nay không còn nữa"
Sự chênh lệch giai cấp ở Sài Gòn như thế nào?,"thu nhập của thiểu số ""tầng lớp trên"" chiếm 43,5% GDP, tầng lớp dưới chỉ đạt 1,8%"
Số người thất nghiệp năm 1975 ở Sài Gòn là bao nhiêu?,600.000 người
Nguyên nhân dẫn đến thất nghiệp hàng loạt ở Sài Gòn là gì?,"Một khối lượng lớn người lao động làm việc trong các “sở Mỹ” (các văn phòng, trụ sở quân sự của Mỹ) cũng không còn việc làm"
Thời điểm nào đánh dấu chính quyền Mỹ-Ngụy hoàn toàn sụp đổ?,30 tháng 4 năm 1975
Đảng bộ và Ủy ban thành phố chính thức hoạt động vào thời điểm nào?,Đầu năm 1976
Thành phố Sài Gòn được quyết định đổi theo tên của vị lãnh tụ nào?,"theo tên của chủ tịch nước đầu tiên, Hồ Chí Minh"
Vấn đề chính quyền Sài Gòn gặp phải đối với người Hoa là gì?,"Người Hoa treo quốc kỳ Trung Quốc và ảnh Mao Trạch Đông trong vùng Chợ Lớn, đồng thời từ chối đăng ký quốc tịch Việt Nam"
Hoa Kiều có sức ảnh hưởn như thế nào đối với miền Nam?,Hoa kiều ở miền Nam gần như hoàn toàn kiểm soát giá cả thị trường
Những lĩnh vực nào mà người Hoa nắm toàn quyền kiểm soát?,"3 lĩnh vực quan trọng: sản xuất, phân phối, và tín dụng"
Việc độc quyền thương mại của người Hoa thể hiện như thế nào?,"100% bán buôn, hơn 50% bán lẻ, và 90% xuất nhập khẩu"
Mục đích của chiến dịch Cải tạo tư sản miền Nam là gì?,xóa bỏ giai cấp tư sản và thực hiện công hữu hóa theo nguyên lý của chủ nghĩa xã hội
Nguyên nhân của việc người Hoa rời bỏ thành phố là gì?,"Khó khăn về kinh tế, sự lo sợ về chiến tranh biên giới Tây Nam"
Thời điểm nhà nước hoàn thành căn bản cải tạo tư sản đã đánh dấu điều gì đối với nền kinh tế miền Nam?,xóa bỏ việc người Hoa kiểm soát nhiều ngành công nghiệp
Nguyên nhân của việc kinh tế Nhà nước sau khi độc lập rơi vào khủng hoảng xuất phát từ điều gì?,Chính sách quản lý kinh tế quan liêu và cơ chế bao cấp của Nhà nước lên nền kinh tế (cải cách giá-lương-tiền)
Những yếu tố nào góp phần thúc đẩy sự phát triển kinh tế thành phố?,"sự phát triển mạnh mẽ về hạ tầng và cởi trói về cơ chế thương mại, mậu dịch"
"Để đưa nền kinh tế thoát ra khỏi khủng hoảng, Nhà nước đã thực hiện bằng cách gì?",Luật đầu tư nước ngoài được ban hành năm 1987
GDP của thành phố vào năm 2015 là bao nhiêu?,ước đạt 5.538 USD/người
Dân số thành phố Hồ Chí Minh diễn biến như thế nào?,"toàn thành phố Hồ Chí Minh có 7,95 triệu dân (trong đó khoảng 6,7 triệu dân sống ở khu đô thị)"
Nguyên nhân của việc lượng lớn người nhập cứ đổ vào thành phố là gì?,phát triển của kinh tế
Số lượng phương tiện giao thông tại thành phố tính đến năm 2017 như thế nào?,"gần 7,6 triệu xe máy (chiếm 1/3 lượng xe máy cả nước) và khoảng 700.000 xe ô tô"
Các đơn vị hành chính hiện nay của thành phố có sự thay đổi như thế nào?,"Thành phố Hồ Chí Minh gồm 19 quận nội thành và 5 huyện ngoại thành với 322 phường, xã và thị trấn"
Sau điều chỉnh năm 1989 các đơn vị hành chính ở thành phố như thế nào?,"thành phố còn 182 phường và 100 xã, thị trấn"
Tổng diện tích và dân số ở thành phố Hồ Chí Minh là bao nhiêu?,tổng diện tích 2.096 km² và hơn 8 triệu dân
"Theo Nghị quyết về thí điểm cơ chế, chính quyền thành phố được tăng thêm quyền hạn ở các lĩnh vực nào?","quản lý đất đai, quản lý đầu tư, quản lý tài chính - ngân sách nhà nước"
Những yếu tố mà chính quyên thành phố được bổ sung về quản lý đất đai theo Nghị quyết về thí điểm cơ chế là gì?,"việc quyết định chuyển đổi mục đích sử dụng đất, phê duyệt đầu tư công"
Ngân sách thành phố có sự thay đổi như thế nào sau Nghị quyết về thí điểm cơ chế?,"có thêm những nguồn thu mới, có thể được giữ lại ngân sách nhiều hơn và được hưởng một phần số thu từ cổ phần hóa của các doanh nghiệp nhà nước do Ủy ban nhân dân Thành phố Hồ Chí Minh quản lý hoặc đại diện sở hữu, được chủ động vay vốn bằng các hình thức khác nhau"
Tọa độ của thành phố Hồ Chí Minh là bao nhiêu?,10°10' – 10°38' Bắc và 106°22' – 106°54' Đông
Với vị trị địa lý thuận lợi đã đem lại lợi ích cho thành phố như thế nào?,"Thành phố Hồ Chí Minh là một đầu mối giao thông quan trọng về cả đường bộ, đường thủy và đường không, nối liền các tỉnh trong vùng và còn là một cửa ngõ quốc tế"
Nằm trên vùng chuyển tiếp giữa Đông Nam Bộ và đồng bằng sông Cửu Long đã tác động đến địa hình thành phố như thế nào?,địa hình thành phố thấp dần từ Bắc xuống Nam và từ Tây sang Đông
Độ cao của ngọn đồi cao nhất là bao nhiêu?,32 mét
Những khu vực nào là vùng trũng của thành phố?,nằm ở phía nam - Tây Nam và Ðông Nam thành phố
Địa chất chủ yếu ở thành phố là gì?,hai tướng trầm tích Pleistocen và Holocen
Loại đất xám đặc trưng được hình thành dựa trên những tác động nào?,các yếu tố tự nhiên và hoạt động của con người
Loại đất xám nào là ít nhất ở thành phố Hồ Chí Minh?,đất xám gley
Diện tích bao phủ của đất xám ở thành phố là bao nhiêu?,"hơn 45 nghìn hecta, tức khoảng 23,4% diện tích thành phố"
"Sự tác động của biển, vũng vinh, sông biển, bãi bồi đã tạo sự đa dạng về nhóm đất ở thành phố như thế nào?","nhóm đất phù sa biển với 15.100 ha, nhóm đất phèn với 40.800 ha và đất phèn mặn với 45.500 ha"
Nguồn nước ngọt chủ yếu của thành phố từ con sông nào?,sông Đồng Nai
"Những ảnh hưởng từ dao động triều bán nhật của biển Ðông, thủy triều thâm nhập sâu là gì?",tác động xấu tới sản xuất nông nghiệp và hạn chế việc tiêu thoát nước ở khu vực nội thành
Việc nằm ở vùng hạ lưu hệ thống sông Đồng Nai-Sài Gòn đã đem lại lợi ích cho thành phố như thế nào?,mạng lưới sông ngòi kênh rạch rất đa dạng
Tàu thuyền có thể ra vào cảng Sài Gòn từ ngả nào?,ngả Gành Rái
Nguyên nhân của hệ thống nước ngầm dồi dào ở thành phố là gì?,trầm tích Pleistocen
Trầm tích Holocen ảnh hưởng trực tiếp đến nước ngầm như thế nào?,"nhiễm phèn, nhiễm mặn"
